Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	light_cond	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
agesync_9-18-25-rep6\Camera0\LD-diet_agesync_9-18-25-rep6_Camera0_20250926_034219_8424000-8639999.mp4	2026-08-03 13:07:30.000	Ind 6 - Mortality	Media file	player #1:agesync_9-18-25-rep6\Camera0\LD-diet_agesync_9-18-25-rep6_Camera0_20250926_034219_8424000-8639999.mp4	0.0	0.000	3600.000	3600.000	LD	LD-diet_agesync_9-18-25-rep6-6	0.0	Mort	Mortality	POINT	3599.983	3599.983	NA	agesync_9-18-25-rep6\Camera0\LD-diet_agesync_9-18-25-rep6_Camera0_20250926_034219_8424000-8639999.mp4	215999	215999				
agesync_9-18-25-rep6\Camera0\LD-diet_agesync_9-18-25-rep6_Camera0_20250926_174222_11448000-11663999.mp4	2026-08-03 13:07:45.000	Ind 3 - Mortality	Media file	player #1:agesync_9-18-25-rep6\Camera0\LD-diet_agesync_9-18-25-rep6_Camera0_20250926_174222_11448000-11663999.mp4	0.0	0.000	3600.000	3600.000	LD	LD-diet_agesync_9-18-25-rep6-3	0.0	Mort	Mortality	POINT	3599.983	3599.983	NA	agesync_9-18-25-rep6\Camera0\LD-diet_agesync_9-18-25-rep6_Camera0_20250926_174222_11448000-11663999.mp4	215999	215999				
