Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	light_cond	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
agesync_8-25-25-rep4\Camera0\LD-diet_agesync_8-25-25-rep4_Camera0_20250904_143645_15984000-16199999.mp4	2026-08-03 12:31:19.000	Ind 1 - Mortality	Media file	player #1:agesync_8-25-25-rep4\Camera0\LD-diet_agesync_8-25-25-rep4_Camera0_20250904_143645_15984000-16199999.mp4	0.0	0.000	3600.000	3600.000	LD	LD-diet_agesync_8-25-25-rep4-1	0.0	Mort	Mortality	POINT	3599.983	3599.983	NA	agesync_8-25-25-rep4\Camera0\LD-diet_agesync_8-25-25-rep4_Camera0_20250904_143645_15984000-16199999.mp4	215999	215999				
agesync_8-25-25-rep4\Camera0\LD-diet_agesync_8-25-25-rep4_Camera0_20250905_043647_19008000-19223999.mp4	2026-08-03 12:31:30.000	Ind 5 - Mortality	Media file	player #1:agesync_8-25-25-rep4\Camera0\LD-diet_agesync_8-25-25-rep4_Camera0_20250905_043647_19008000-19223999.mp4	0.0	0.000	3600.000	3600.000	LD	LD-diet_agesync_8-25-25-rep4-5	0.0	Mort	Mortality	POINT	3599.983	3599.983	NA	agesync_8-25-25-rep4\Camera0\LD-diet_agesync_8-25-25-rep4_Camera0_20250905_043647_19008000-19223999.mp4	215999	215999				
