Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	light_cond	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
agesync_10-23-25-rep2-DD\Camera0\DD_diet_agesync_10-23-25-rep2_Camera0_20251031_105855_9936000-10151999.mp4	2026-08-03 11:59:39.000	Ind 4 - Mortality	Media file	player #1:agesync_10-23-25-rep2-DD\Camera0\DD_diet_agesync_10-23-25-rep2_Camera0_20251031_105855_9936000-10151999.mp4	0.0	0.000	3600.000	3600.000	LD	DD_diet_agesync_10-23-25-rep2-4	0.0	Mort	Mortality	POINT	3599.983	3599.983	NA	agesync_10-23-25-rep2-DD\Camera0\DD_diet_agesync_10-23-25-rep2_Camera0_20251031_105855_9936000-10151999.mp4	215999	215999				
agesync_10-23-25-rep2-DD\Camera0\DD_diet_agesync_10-23-25-rep2_Camera0_20251102_015902_18576000-18791999.mp4	2026-08-03 12:00:11.000	Ind 2 - Mortality	Media file	player #1:agesync_10-23-25-rep2-DD\Camera0\DD_diet_agesync_10-23-25-rep2_Camera0_20251102_015902_18576000-18791999.mp4	0.0	0.000	3600.000	3600.000	LD	DD_diet_agesync_10-23-25-rep2-2	0.0	Mort	Mortality	POINT	3599.983	3599.983	NA	agesync_10-23-25-rep2-DD\Camera0\DD_diet_agesync_10-23-25-rep2_Camera0_20251102_015902_18576000-18791999.mp4	215999	215999				
